,Relaxed,Dizzy,Hungry,Euphoric,Happy,Depression,Insomnia,Pain,Stress,Cramps,Creative,Energetic,Talkative,Lack of Appetite,Nausea,Dry Mouth,Headache,Uplifted,Tingly,Paranoid,Sleepy,Fatigue,Headaches,Dry Eyes,Focused,Eye Pressure,Anxious,Giggly,Aroused,Inflammation,Spasticity,Seizures,Muscle Spasms
Lamb's Bread,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Lambo OG,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes
Lamborghini,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
Larry Bird Kush,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
Larry OG,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
Lashkar Gah,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Laughing Buddha,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no
Lavender,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Lavender Haze,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no
Lavender Jones,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Le Silver Royale,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Lee Roy,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Legalized OG,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no
Legend OG,yes,no,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Legendary Lemon,yes,no,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no
Lemon Alien Dawg,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Lemon Bananas,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lemon Bubble,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,yes
Lemon Cake,yes,no,no,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lemon Daddy,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes
Lemon Diesel,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Lemon Drop,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,yes,no,no,yes
Lemon Fire,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Lemon G,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no
Lemon Haze,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Lemon Jack,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no
Lemon Kush,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Lemon Larry Lavender,yes,no,no,no,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Lemon Marmalade,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lemon Meringue,no,no,no,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Lemon OG Haze,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no
Lemon OG Kush,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Lemon Pie,no,no,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
Lemon Sativa,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
Lemon Skunk,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
Lemon Thai,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
Lemon Walker OG,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes
Lemon Wreck,yes,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Lemonberry,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes
Lemonder,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Lemonhead OG,yes,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Leonidas,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes
Lethal Purple,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Liberty Haze,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Lifesaver,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes
Light of Jah,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no
Lime Green Skunk,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Lime Haze,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no
Lime Purple Mist,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Lime Skunk,yes,no,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes
Limon,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no
Lions Gate,yes,yes,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Liquid Butter,yes,no,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no
Little Dragon,yes,no,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes
Locktite,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no
Locomotion,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lodi Dodi,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no
Logic Diesel,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Longbottom Leaf,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,no,no
Lost Coast OG,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
Loud Dream,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no
Loud Scout,yes,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Love Potion #1,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,no
Love Potion #9,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no
Lowryder,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no
Loyalty,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Luca Brasi x Sour Diesel,yes,no,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes
Lucid Bolt,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no
Lucid Dream,no,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no
Lucky Charms,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Lucy,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
M-39,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
MILF,no,no,no,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
MK Ultra,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Mad Dawg,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Mad Scientist,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes
Madagascar,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes
Madcow,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no
Madman OG,yes,no,no,yes,no,no,yes,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Magic Jordan,yes,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
Magnum,yes,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no
Magnum PI,no,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
Mai Tai Cookies,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
Majestic 12,yes,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Mako Haze,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Malakoff,no,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
Malawi,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
Mammoth,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes
Mandala #1,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no
Mango,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no
Mango Dream,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no
Mango Haze,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Mango Kush,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no
Mango Tango,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Mangolicious,no,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes
Manitoba Poison,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes
Maple Leaf Indica,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Maramota #10,yes,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Marcosus Marshmellow,no,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Margaret Cho-G,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no
Marionberry Kush,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Marley's Collie,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no
Mars OG,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no
Martian Candy,yes,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no
Martian Mean Green,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes
Master Bubba,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no
Master Jedi,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no
Master Kush,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no
Master OG,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,no,no,yes
Master Skunk,yes,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no
Master Yoda,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes
Matanuska Thunder Fuck,yes,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no
Mataro Blue,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Maui,no,no,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Maui Berry,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Maui Bubble Gift,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no
Maui Citrus Punch,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes
Maui Haole,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes
Maui Mango Diesel,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Maui Pineapple Chunk,no,no,no,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes
Maui Wowie,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no
Mazar I Sharif,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes
Mazar Kush,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no
Mean Misty,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
MediHaze,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no
Medibud,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,no,no,no
Medicine Man,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no
Medicine Woman,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Medusa,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no
Mega Jackpot,yes,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no
Megalodon,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Melon Gum,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no
Memory Loss,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes
Mendo Breath,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no
Mendocino Purps,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no
Mercury OG,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no
Merlot OG,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes
Mexican,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no
Mexican Sativa,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
Michael Phelps OG,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes
Mickey Kush,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,yes
Middlefork,yes,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no
Middlefork x Pineapple Express,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
Midnight,yes,no,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no
Milky Way,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no
Millennium,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no
Mint Chocolate Chip,yes,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Mission Kush,no,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes
Misty Kush,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes
Misty Morning,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no
Mob Boss,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Moby Dick,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no
Moloka’i Frost,yes,no,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Moloka’i Purpz,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Money Maker,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no
Monkey Paw,yes,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no
Monolith,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
Monster Cookies,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no
Monster OG,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
Montana Silvertip,yes,no,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no
